# BUSCO version is: 5.8.2 
# The lineage dataset is: diptera_odb12 (Creation date: 2025-04-11, number of genomes: 76, number of BUSCOs: 5067)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
197875at7147	Complete	OZ038371.1	214915087	214916290	+	581.5	337
197894at7147	Complete	OZ038374.1	73920766	73920028	-	409.1	211
197948at7147	Complete	OZ038374.1	138009526	138020947	+	1158.9	780
197958at7147	Complete	OZ038373.1	137126605	137127456	+	605.1	259
198148at7147	Complete	OZ038372.1	149680432	149681607	+	378.3	344
198185at7147	Complete	OZ038375.1	88706549	88746245	+	1843.9	1091
198230at7147	Complete	OZ038373.1	3274516	3283718	+	1318.6	1106
198277at7147	Complete	OZ038371.1	9829769	9837067	+	2281.8	1094
198415at7147	Complete	OZ038372.1	4633283	4638481	+	280.5	177
198499at7147	Complete	OZ038375.1	77485096	77685170	+	1394.5	632
198673at7147	Complete	OZ038374.1	3058482	3054633	-	281.5	137
198742at7147	Complete	OZ038371.1	56917216	56918306	+	670.5	319
199143at7147	Complete	OZ038375.1	11497893	11500976	+	700.1	340
199405at7147	Complete	OZ038371.1	203663720	203658960	-	482.9	331
199444at7147	Complete	OZ038374.1	125049857	125049504	-	164.7	95
199473at7147	Complete	OZ038373.1	118522093	118508687	-	1579.7	799
199531at7147	Complete	OZ038371.1	44431477	44424259	-	1102.2	548
199566at7147	Complete	OZ038375.1	96768700	96749907	-	3122.7	1570
199581at7147	Complete	OZ038375.1	109385204	109381117	-	733.1	532
199691at7147	Complete	OZ038374.1	121392094	121382906	-	1551.3	793
199717at7147	Complete	OZ038372.1	67968394	68010125	+	1402.0	709
199997at7147	Duplicated	OZ038373.1	1353530	1358857	+	1676.9	946
199997at7147	Duplicated	OZ038372.1	120609404	120595253	-	1550.0	946
200062at7147	Complete	OZ038374.1	15478704	15476312	-	484.3	275
200390at7147	Complete	OZ038374.1	145770706	145695767	-	2187.9	1134
200445at7147	Complete	OZ038372.1	149457124	149390182	-	2157.9	1033
200486at7147	Complete	OZ038372.1	112691935	112686118	-	849.3	373
200534at7147	Complete	OZ038372.1	148783631	148785301	+	641.1	446
200550at7147	Complete	OZ038372.1	109687842	109697581	+	936.4	445
200590at7147	Complete	OZ038371.1	148455692	148459762	+	693.9	379
200668at7147	Complete	OZ038372.1	147092218	147091148	-	525.2	313
200695at7147	Complete	OZ038371.1	114966678	114983023	+	1787.7	917
200880at7147	Complete	OZ038372.1	144703682	144702318	-	409.4	351
200996at7147	Complete	OZ038373.1	106994658	106981881	-	1036.0	472
201121at7147	Complete	OZ038373.1	79181844	79179294	-	997.6	510
201178at7147	Complete	OZ038371.1	208792585	208911764	+	1706.1	819
201194at7147	Complete	OZ038374.1	125574319	125573161	-	735.8	374
201214at7147	Complete	OZ038375.1	104366727	104358498	-	745.4	665
201450at7147	Complete	OZ038374.1	128517653	128551732	+	1345.4	634
201478at7147	Complete	OZ038372.1	32496700	32508267	+	1528.8	785
201709at7147	Complete	OZ038371.1	24209067	24233014	+	3163.0	1791
201766at7147	Complete	OZ038372.1	157836551	157834344	-	1122.0	635
201808at7147	Complete	OZ038375.1	19294172	19304626	+	3208.1	2023
201825at7147	Complete	OZ038372.1	3816569	3818553	+	1032.5	606
201874at7147	Complete	OZ038375.1	4051586	4053883	+	539.3	291
201937at7147	Complete	OZ038373.1	106975425	106976413	+	370.3	237
202022at7147	Complete	OZ038375.1	106114810	106115402	+	277.2	159
202039at7147	Complete	OZ038372.1	143584263	143585987	+	578.7	389
202071at7147	Complete	OZ038375.1	9635836	9607426	-	921.9	513
202134at7147	Complete	OZ038371.1	20237901	20227867	-	790.4	428
202191at7147	Complete	OZ038375.1	103540682	103543671	+	1615.6	761
202222at7147	Complete	OZ038373.1	120126697	120149965	+	980.8	488
202373at7147	Complete	OZ038371.1	62578363	62576460	-	1219.9	582
202441at7147	Complete	OZ038371.1	135265970	135229351	-	973.3	529
202451at7147	Complete	OZ038372.1	113742737	113751450	+	625.0	290
202479at7147	Complete	OZ038372.1	154774898	154769256	-	1002.5	484
202522at7147	Duplicated	OZ038373.1	86075604	86076245	+	275.1	172
202522at7147	Duplicated	OZ038373.1	20644363	20643831	-	245.7	172
202525at7147	Complete	OZ038373.1	3885401	3888475	+	2036.7	923
202603at7147	Complete	OZ038371.1	75410545	75380752	-	360.2	180
202622at7147	Complete	OZ038372.1	92886471	92886080	-	147.4	89
202637at7147	Complete	OZ038375.1	21491763	21493185	+	752.9	426
202679at7147	Complete	OZ038374.1	20308412	20302380	-	645.9	368
202692at7147	Complete	OZ038372.1	36399849	36409850	+	1418.7	728
202862at7147	Complete	OZ038371.1	225946237	225936036	-	1190.0	646
202948at7147	Complete	OZ038371.1	3679316	3679974	+	428.8	188
202954at7147	Complete	OZ038372.1	18072732	18070472	-	1049.7	672
202970at7147	Complete	OZ038371.1	137118568	137127074	+	1198.5	554
203027at7147	Complete	OZ038375.1	87098896	87446862	+	2620.2	1836
203057at7147	Complete	OZ038372.1	161929239	161930401	+	539.9	296
203345at7147	Complete	OZ038373.1	78789706	78784310	-	450.9	204
203388at7147	Complete	OZ038372.1	68196421	68260336	+	841.4	398
203403at7147	Complete	OZ038371.1	195240624	195233993	-	424.7	267
203444at7147	Complete	OZ038373.1	130305920	130313581	+	996.9	605
203551at7147	Complete	OZ038375.1	90139796	90134895	-	965.1	445
203569at7147	Complete	OZ038374.1	81546293	81526092	-	2146.7	1109
203576at7147	Complete	OZ038373.1	218780	215804	-	935.1	588
203671at7147	Complete	OZ038372.1	121653040	121635198	-	3226.3	1859
203695at7147	Complete	OZ038373.1	149920567	149911165	-	2018.3	1058
203733at7147	Complete	OZ038373.1	142423787	142422177	-	1115.5	499
203893at7147	Complete	OZ038375.1	54748582	54749403	+	631.2	274
203903at7147	Complete	OZ038372.1	34627454	34587693	-	1039.2	496
203937at7147	Complete	OZ038372.1	23715942	23723231	+	1171.9	719
204032at7147	Complete	OZ038375.1	108724407	108723011	-	471.8	305
204035at7147	Complete	OZ038371.1	216846043	216846957	+	530.5	305
204057at7147	Complete	OZ038374.1	94123896	94110579	-	883.6	428
204218at7147	Complete	OZ038373.1	25752555	25765202	+	974.6	446
204245at7147	Complete	OZ038374.1	99134526	99137777	+	564.0	355
204329at7147	Complete	OZ038375.1	18567496	18580528	+	835.8	445
204348at7147	Complete	OZ038372.1	128558050	128584815	+	2076.9	1100
204383at7147	Complete	OZ038374.1	35879229	35822173	-	1351.5	720
204426at7147	Complete	OZ038371.1	193729295	193727556	-	752.0	454
204443at7147	Complete	OZ038373.1	12307931	12311710	+	2264.8	1157
204476at7147	Complete	OZ038371.1	147669001	147677496	+	412.9	348
204530at7147	Complete	OZ038373.1	139181366	139182947	+	797.6	413
204542at7147	Complete	OZ038373.1	1716929	1719138	+	383.1	189
204566at7147	Complete	OZ038373.1	152979515	152981893	+	1032.3	604
204581at7147	Complete	OZ038375.1	34910438	34912102	+	1006.1	489
204616at7147	Complete	OZ038371.1	18950345	18949130	-	766.2	360
204706at7147	Complete	OZ038371.1	1441386	1443171	+	889.3	444
204754at7147	Complete	OZ038374.1	129318551	129325802	+	455.4	338
205197at7147	Complete	OZ038371.1	9987207	9986124	-	672.4	303
205199at7147	Complete	OZ038372.1	21740273	21741047	+	513.0	241
205264at7147	Complete	OZ038375.1	115908095	115900399	-	1324.1	694
205381at7147	Complete	OZ038375.1	3301442	3294960	-	1267.6	705
205395at7147	Complete	OZ038372.1	156796297	156797607	+	563.7	345
205421at7147	Complete	OZ038371.1	134447388	134470165	+	1269.6	625
205542at7147	Complete	OZ038371.1	111307120	111318068	+	231.0	166
205547at7147	Complete	OZ038371.1	8651255	8651579	+	136.7	82
205559at7147	Complete	OZ038373.1	131238362	131044644	-	717.5	346
205575at7147	Complete	OZ038372.1	20165385	20164503	-	422.5	248
205624at7147	Complete	OZ038375.1	5933224	5939466	+	658.2	350
205708at7147	Complete	OZ038372.1	176052	184660	+	652.0	436
205742at7147	Complete	OZ038374.1	69582720	69643643	+	1664.8	909
205813at7147	Complete	OZ038373.1	128114720	128119448	+	997.9	637
206125at7147	Complete	OZ038372.1	134602555	134607278	+	674.8	442
206246at7147	Complete	OZ038371.1	108337113	108234587	-	676.1	324
206281at7147	Complete	OZ038373.1	108999084	108997434	-	671.6	422
206361at7147	Complete	OZ038374.1	114800090	114814605	+	3516.6	1815
206372at7147	Complete	OZ038373.1	116504857	116505738	+	553.4	292
206399at7147	Complete	OZ038372.1	44502357	44500981	-	911.9	452
206632at7147	Complete	OZ038374.1	43628	46706	+	727.2	422
206669at7147	Complete	OZ038371.1	23420043	23443263	+	921.3	571
206736at7147	Complete	OZ038371.1	1525935	1520776	-	841.2	516
206750at7147	Complete	OZ038375.1	111049267	111014733	-	613.7	275
206872at7147	Complete	OZ038372.1	19702729	19704483	+	1194.4	530
206914at7147	Complete	OZ038375.1	109071082	109072161	+	825.1	351
206928at7147	Complete	OZ038375.1	114642392	114647356	+	608.7	283
206995at7147	Complete	OZ038372.1	40967175	40944684	-	2692.2	1414
207042at7147	Complete	OZ038375.1	115758924	115755803	-	1075.1	471
207078at7147	Complete	OZ038373.1	154481926	154484681	+	882.5	484
207122at7147	Complete	OZ038372.1	15258958	15257942	-	591.1	289
207163at7147	Complete	OZ038372.1	159049071	159049819	+	360.1	212
207316at7147	Complete	OZ038374.1	40135472	40139870	+	230.2	115
207337at7147	Complete	OZ038375.1	1686522	1689783	+	232.3	138
207348at7147	Complete	OZ038372.1	149596470	149590671	-	670.8	431
207353at7147	Complete	OZ038371.1	102575318	102525115	-	500.3	283
207465at7147	Complete	OZ038372.1	22128032	22128585	+	326.4	162
207472at7147	Complete	OZ038371.1	2021374	2044501	+	2120.3	1090
207537at7147	Complete	OZ038374.1	129343663	129364214	+	1584.1	739
207748at7147	Complete	OZ038374.1	141980595	141985623	+	585.0	373
207803at7147	Complete	OZ038371.1	138993241	138973707	-	975.3	529
207846at7147	Complete	OZ038372.1	21972495	21972842	+	131.3	106
207901at7147	Complete	OZ038371.1	116212024	116192584	-	757.3	434
208352at7147	Complete	OZ038374.1	20551313	20543742	-	670.2	308
208373at7147	Complete	OZ038375.1	95380034	95378797	-	569.6	343
208522at7147	Complete	OZ038372.1	151027854	151012577	-	2508.2	1188
208542at7147	Complete	OZ038374.1	132537207	132526866	-	941.3	557
208604at7147	Complete	OZ038375.1	91467545	91466727	-	444.6	257
208964at7147	Complete	OZ038371.1	201852407	201853694	+	555.5	384
209049at7147	Complete	OZ038375.1	42545267	42544794	-	219.6	123
209237at7147	Complete	OZ038372.1	152433434	152424809	-	495.6	319
209274at7147	Complete	OZ038375.1	88705548	88702317	-	786.0	438
209312at7147	Complete	OZ038373.1	139573983	139575116	+	572.1	342
209356at7147	Complete	OZ038372.1	118673872	118691015	+	1492.1	717
209369at7147	Complete	OZ038371.1	218289989	218283594	-	1771.0	856
209407at7147	Complete	OZ038374.1	20818956	20810469	-	728.8	313
209540at7147	Complete	OZ038371.1	204104575	204103810	-	479.2	236
209603at7147	Complete	OZ038372.1	8979009	8987129	+	1122.8	560
209639at7147	Complete	OZ038371.1	131281179	131260380	-	890.0	804
209679at7147	Complete	OZ038374.1	117992324	118002889	+	494.1	324
209900at7147	Complete	OZ038375.1	5856509	5875989	+	967.6	494
209924at7147	Complete	OZ038373.1	70222297	70243000	+	546.5	389
209963at7147	Complete	OZ038373.1	130326906	130326229	-	346.5	213
210040at7147	Complete	OZ038375.1	101271820	101270819	-	689.0	330
210072at7147	Complete	OZ038374.1	67554813	67511902	-	2733.5	1630
210074at7147	Complete	OZ038375.1	103004241	102997989	-	3208.5	1414
210106at7147	Complete	OZ038371.1	9343608	9354099	+	977.4	595
210122at7147	Complete	OZ038371.1	155324014	155311554	-	2063.1	960
210188at7147	Complete	OZ038375.1	110252844	110247802	-	906.1	485
210193at7147	Complete	OZ038373.1	143041354	143040431	-	419.1	225
210318at7147	Complete	OZ038372.1	69297793	69291203	-	960.0	518
210564at7147	Complete	OZ038372.1	10120232	10115055	-	476.0	212
210598at7147	Complete	OZ038375.1	433433	434959	+	816.4	484
210628at7147	Complete	OZ038374.1	1411331	1412559	+	458.8	226
210768at7147	Complete	OZ038371.1	187300309	187301151	+	401.2	273
210782at7147	Complete	OZ038375.1	43108824	43109912	+	455.7	274
210867at7147	Complete	OZ038371.1	23595094	23599813	+	1464.2	721
211171at7147	Complete	OZ038376.1	18808828	18814462	+	1708.2	932
211293at7147	Complete	OZ038375.1	27977889	27978585	+	323.3	186
211325at7147	Complete	OZ038375.1	109065699	109024617	-	650.6	304
211337at7147	Complete	OZ038375.1	10592942	10609713	+	1313.5	666
211390at7147	Complete	OZ038373.1	98358413	98341629	-	696.4	353
211427at7147	Complete	OZ038371.1	231734735	231714440	-	451.2	304
211486at7147	Complete	OZ038372.1	8033776	8032387	-	722.1	438
211613at7147	Complete	OZ038375.1	110399057	110400031	+	562.7	317
211619at7147	Complete	OZ038371.1	205746240	205754498	+	1595.8	813
211637at7147	Complete	OZ038371.1	1468673	1462827	-	401.5	188
211705at7147	Complete	OZ038374.1	98914079	98900072	-	870.4	536
211758at7147	Complete	OZ038371.1	184227929	184205462	-	1377.4	921
211769at7147	Complete	OZ038372.1	96675107	96678203	+	267.8	173
211833at7147	Complete	OZ038373.1	51542406	51666299	+	1473.0	666
211840at7147	Complete	OZ038371.1	13566050	13565267	-	405.9	197
211848at7147	Complete	OZ038375.1	90174940	90170532	-	1622.5	736
211944at7147	Complete	OZ038372.1	150703975	150522681	-	6850.8	3476
211985at7147	Complete	OZ038371.1	219127065	219131927	+	871.4	437
212046at7147	Complete	OZ038373.1	107435767	107412936	-	1734.5	1090
212066at7147	Complete	OZ038373.1	7417272	7412735	-	299.4	146
212151at7147	Complete	OZ038375.1	12548597	12547806	-	436.8	235
212446at7147	Complete	OZ038372.1	146086217	146087166	+	505.8	258
212459at7147	Complete	OZ038375.1	110416595	110418089	+	743.6	387
212485at7147	Complete	OZ038371.1	25147048	25134400	-	1299.3	623
212660at7147	Complete	OZ038373.1	14251969	14252682	+	319.2	194
212670at7147	Complete	OZ038376.1	24039321	24043778	+	1129.9	1004
212769at7147	Complete	OZ038372.1	42994791	42985557	-	578.9	295
212800at7147	Complete	OZ038374.1	132539192	132538056	-	669.6	366
213045at7147	Complete	OZ038372.1	159207572	159208774	+	396.1	272
213130at7147	Complete	OZ038375.1	32299841	32300243	+	192.6	114
213316at7147	Complete	OZ038371.1	150919633	150925874	+	625.0	329
213386at7147	Complete	OZ038376.1	23148634	23147045	-	893.9	478
213406at7147	Complete	OZ038372.1	113157776	113169438	+	1816.0	894
213523at7147	Complete	OZ038373.1	13695229	13731330	+	2349.7	1267
213540at7147	Complete	OZ038372.1	15106026	15052745	-	663.7	338
213638at7147	Complete	OZ038375.1	97198288	97249905	+	2440.7	1310
213774at7147	Complete	OZ038373.1	121911888	121911113	-	362.2	229
213839at7147	Complete	OZ038373.1	116506787	116518338	+	1260.5	597
214054at7147	Complete	OZ038371.1	22863913	22872267	+	1466.4	717
214256at7147	Complete	OZ038372.1	83073059	82980782	-	560.8	297
214308at7147	Complete	OZ038372.1	59570873	59589242	+	517.8	315
214315at7147	Complete	OZ038371.1	148471110	148460061	-	390.2	224
214371at7147	Complete	OZ038373.1	27036893	27032818	-	707.9	343
214452at7147	Complete	OZ038371.1	36915560	36912731	-	1847.5	851
214518at7147	Complete	OZ038374.1	105050636	105042087	-	1143.2	498
214546at7147	Complete	OZ038374.1	115048414	115054240	+	283.9	203
214607at7147	Complete	OZ038374.1	3060454	3062785	+	1453.6	657
214620at7147	Complete	OZ038373.1	7658725	7657706	-	435.3	264
214635at7147	Complete	OZ038375.1	88518369	88518729	+	172.7	100
214644at7147	Complete	OZ038373.1	54053617	54008360	-	1063.0	501
214663at7147	Complete	OZ038371.1	38830726	38829551	-	634.6	374
214703at7147	Complete	OZ038374.1	19618668	19621704	+	1424.1	663
214763at7147	Complete	OZ038374.1	141897627	141889209	-	737.7	579
214843at7147	Complete	OZ038374.1	8135623	8158952	+	8012.7	4230
214894at7147	Complete	OZ038371.1	126278434	126291692	+	542.8	279
214968at7147	Complete	OZ038373.1	100260396	100259017	-	411.3	346
215117at7147	Complete	OZ038373.1	152988840	152983239	-	1287.3	653
215197at7147	Complete	OZ038375.1	27961661	27970163	+	789.3	413
215373at7147	Complete	OZ038372.1	161926270	161922585	-	1845.3	1043
215410at7147	Complete	OZ038371.1	1460004	1459077	-	327.0	197
215452at7147	Complete	OZ038373.1	132927620	132928690	+	588.3	318
215518at7147	Complete	OZ038372.1	89154382	89069858	-	914.1	422
215748at7147	Complete	OZ038371.1	142730691	142743603	+	872.9	587
215814at7147	Complete	OZ038371.1	160696939	160699122	+	1007.7	634
215847at7147	Complete	OZ038372.1	18013867	18035361	+	1043.3	567
215856at7147	Complete	OZ038373.1	119777956	119767482	-	1120.8	552
215874at7147	Complete	OZ038373.1	21284846	21275431	-	1032.7	536
215907at7147	Complete	OZ038371.1	39461894	39444643	-	461.2	213
216182at7147	Complete	OZ038374.1	8074010	8075634	+	1073.5	505
216212at7147	Complete	OZ038375.1	32337109	32329188	-	511.0	313
216533at7147	Complete	OZ038374.1	114461829	114351162	-	1934.1	1598
216744at7147	Complete	OZ038371.1	213483569	213316437	-	419.1	225
216747at7147	Complete	OZ038371.1	231203322	231204988	+	1082.7	517
216784at7147	Complete	OZ038371.1	120847770	120841196	-	382.6	211
216792at7147	Complete	OZ038375.1	5985033	5992936	+	398.8	341
216811at7147	Complete	OZ038374.1	140522575	140546799	+	509.6	287
216894at7147	Complete	OZ038375.1	11631767	11638842	+	394.1	279
216919at7147	Complete	OZ038371.1	185957736	185979872	+	899.1	468
217122at7147	Complete	OZ038374.1	7516730	7519776	+	1127.6	904
217194at7147	Complete	OZ038373.1	150689003	150681698	-	1379.7	869
217300at7147	Complete	OZ038371.1	180585019	180575340	-	523.4	278
217331at7147	Complete	OZ038371.1	50674262	50658312	-	520.4	319
217495at7147	Complete	OZ038372.1	79738742	79739965	+	339.4	273
217498at7147	Complete	OZ038374.1	147460380	147461723	+	812.1	401
217553at7147	Complete	OZ038372.1	130602907	130601281	-	850.9	377
217586at7147	Complete	OZ038373.1	17666100	17678250	+	401.6	178
217739at7147	Complete	OZ038373.1	122679762	122656538	-	329.3	198
217749at7147	Complete	OZ038373.1	27093109	27067485	-	1029.9	654
217863at7147	Complete	OZ038371.1	205891868	205887866	-	326.0	167
217885at7147	Complete	OZ038371.1	172726876	172732077	+	1200.7	651
217926at7147	Complete	OZ038375.1	39163380	39170551	+	381.9	188
217997at7147	Complete	OZ038372.1	158340472	158354504	+	1555.1	685
217999at7147	Complete	OZ038374.1	106889870	106871123	-	1682.9	879
218025at7147	Complete	OZ038373.1	110367830	110290738	-	1005.6	388
218090at7147	Complete	OZ038376.1	14432913	14412113	-	1336.2	676
218193at7147	Complete	OZ038372.1	122971623	122957553	-	586.1	539
218216at7147	Complete	OZ038373.1	109009911	109010735	+	467.2	272
218232at7147	Complete	OZ038371.1	24396688	24396248	-	171.1	120
218238at7147	Complete	OZ038374.1	25861561	25863505	+	1001.3	581
218305at7147	Complete	OZ038374.1	3681872	3675759	-	1022.6	529
218314at7147	Complete	OZ038374.1	3909670	3905678	-	1102.0	505
218373at7147	Complete	OZ038372.1	55060534	55061225	+	289.7	183
218465at7147	Complete	OZ038375.1	3217595	3202182	-	4591.8	2580
218652at7147	Complete	OZ038371.1	203997767	204011486	+	666.5	321
218662at7147	Complete	OZ038373.1	135308924	135311221	+	800.5	544
218702at7147	Complete	OZ038371.1	27965920	27967882	+	838.5	476
218711at7147	Complete	OZ038374.1	9359522	9371734	+	1060.7	513
218834at7147	Complete	OZ038371.1	40666412	40673402	+	777.0	381
218877at7147	Complete	OZ038374.1	64089948	64091187	+	606.1	347
218974at7147	Complete	OZ038374.1	126043587	125989741	-	539.2	279
219080at7147	Complete	OZ038372.1	95271831	95247876	-	317.5	159
219089at7147	Complete	OZ038373.1	124742760	124725360	-	418.8	284
219217at7147	Complete	OZ038373.1	13111189	13126173	+	595.7	365
219266at7147	Complete	OZ038375.1	98193552	98203236	+	818.9	396
219340at7147	Fragmented	OZ038374.1	81879465	81879160	-	225.7	102
219502at7147	Complete	OZ038373.1	2633339	2634193	+	565.9	264
219582at7147	Complete	OZ038375.1	94423532	94413600	-	1286.0	727
219621at7147	Complete	OZ038371.1	210601764	210600645	-	408.6	250
219671at7147	Complete	OZ038371.1	128206573	128232305	+	1364.8	724
219689at7147	Complete	OZ038374.1	3079844	3079109	-	371.7	199
219709at7147	Complete	OZ038373.1	66879697	66866820	-	2006.3	1143
